ID, Name, Description, Mean, SD, By Row Mean, By Row SD, First Row Mean, First Row SD, Code
9b7e8753-50dd-4345-9a01-003e1f168bf8, _103_raw_100k, [oracle. 10],650,27,6,1,12,6,"SELECT ""id"", ""name"", ""zohoId"", ""parentId"", ""createdAt"", ""updatedAt"", ""deletedAt"" FROM ""Department""  ""Department"" WHERE (""Department"".""deletedAt"" IS NULL)"
cadf1425-159a-4d5c-95ee-3b708ab47104, _103_raw_100k, [mariadb. 10],205,8,2,1,2,2,"SELECT `id`, `name`, `zohoId`, `parentId`, `createdAt`, `updatedAt`, `deletedAt` FROM `Department` AS `Department` WHERE (`Department`.`deletedAt` IS NULL)"
d0b78519-1726-422c-9a62-d9c4e0fa3a58, _103_raw_1m, [postgres. 10],3266,118,3,2,700,26,"SELECT ""id"", ""name"", ""zohoId"", ""parentId"", ""createdAt"", ""updatedAt"", ""deletedAt"" FROM ""Department"" AS ""Department"" WHERE (""Department"".""deletedAt"" IS NULL)"
3a0c861f-6307-4540-a13e-40c3d69d06c1, _103_raw_1m, [mssql. 10],5788,250,6,7,45,92,"SELECT [id], [name], [zohoId], [parentId], [createdAt], [updatedAt], [deletedAt] FROM [Department] AS [Department] WHERE ([Department].[deletedAt] IS NULL)"
1209d6f5-839a-466f-ad6a-b2b592877f74, _103_raw_1m, [mysql. 10],2491,34,2,2,3,3,"SELECT `id`, `name`, `zohoId`, `parentId`, `createdAt`, `updatedAt`, `deletedAt` FROM `Department` AS `Department` WHERE (`Department`.`deletedAt` IS NULL)"
51ccbbc0-767b-4099-9087-e5fcd9c802f9, _103_raw_1m, [oracle. 10],26688,659,26,25,518,1382,"SELECT ""id"", ""name"", ""zohoId"", ""parentId"", ""createdAt"", ""updatedAt"", ""deletedAt"" FROM ""Department""  ""Department"" WHERE (""Department"".""deletedAt"" IS NULL)"
e39e2a11-ca1d-44c5-bb22-f945cfe5a7e3, _103_raw_1m, [mariadb. 10],3746,576,4,2,1,0,"SELECT `id`, `name`, `zohoId`, `parentId`, `createdAt`, `updatedAt`, `deletedAt` FROM `Department` AS `Department` WHERE (`Department`.`deletedAt` IS NULL)"
a91bfee0-cd41-48c8-afa2-4e991f1577c4, _103_orm_100k, [postgres. 10],578,17, , ,,,[object Object]
d6486f51-53ac-46be-907c-f3ce69049f8f, _103_orm_100k, [mssql. 10],867,47, , ,,,[object Object]
a867eff8-0d50-4cca-a58e-abce15837d87, _103_orm_100k, [mysql. 10],582,20, , ,,,[object Object]
976b0a51-419c-461d-a9cc-1bb5341321c6, _103_orm_100k, [oracle. 10],1169,23, , ,,,[object Object]
5c286d58-664f-481b-8e50-90ae1dc1878f, _103_orm_100k, [mariadb. 10],659,20, , ,,,[object Object]
c2b032fc-0b7b-42ee-8ca3-84d699d81776, _103_orm_1m, [postgres. 10],6554,352, , ,,,[object Object]
0d53e03a-02f6-4216-a43e-e419e0fb8cb1, _103_orm_1m, [mssql. 10],12042,1190, , ,,,[object Object]
895c491b-d85b-410c-befc-d2022ba16b6e, _103_orm_1m, [mysql. 10],6825,383, , ,,,[object Object]
96dd7d44-d2c9-4fe1-821f-adac9f1c5f12, _103_orm_1m, [oracle. 10],36075,952, , ,,,[object Object]
48893d1b-903a-41e9-b870-b065d81a0f6f, _103_orm_1m, [mariadb. 10],8095,182, , ,,,[object Object]
